gen,best_J,mean_J,std_J,goals,cols,oobs,timeouts,best_cells,best_steps,best_dist,ep_time,stag
119,-222.40,-86.48,66.50,0,0,0,20,0.967,0.967,1.033,8,200,94.91,2
120,-222.97,-98.97,62.12,0,0,0,20,0.969,0.969,1.031,8,200,94.69,3
121,-223.31,-80.49,63.99,0,0,0,20,0.971,0.971,1.029,7,200,94.77,4
122,-222.24,-88.09,63.93,0,0,0,20,0.966,0.967,1.034,7,200,94.72,5
123,-224.16,-70.81,61.45,0,0,0,20,0.975,0.973,1.025,7,200,94.82,6
124,-234.56,-94.29,67.87,0,0,0,20,1.020,1.019,0.980,8,200,94.56,0
125,-231.66,-94.51,68.45,0,0,0,20,1.007,1.007,0.993,8,200,95.09,1
126,-223.61,-72.43,58.06,0,0,0,20,0.972,0.972,1.028,6,200,94.63,2
127,-232.33,-97.44,71.20,0,0,0,20,1.010,1.010,0.990,7,200,94.79,3
128,-223.26,-99.06,62.50,0,0,0,20,0.971,0.971,1.029,6,200,94.80,4
129,-224.17,-102.43,66.99,0,0,0,20,0.975,0.975,1.025,7,200,94.59,5
130,-222.94,-96.95,59.70,0,0,0,20,0.969,0.970,1.031,7,200,94.76,6
131,-222.46,-118.10,46.62,0,0,0,20,0.967,0.968,1.033,8,200,94.64,7
132,-222.76,-111.66,71.15,0,0,0,20,0.969,0.969,1.031,7,200,94.35,8
133,-232.77,-129.42,66.83,0,0,0,20,1.012,1.012,0.988,5,200,94.83,9
134,-222.60,-81.98,63.33,0,0,0,20,0.968,0.968,1.032,6,200,95.10,10
135,-223.78,-95.35,65.64,0,0,0,20,0.973,0.974,1.027,7,200,94.21,1
136,-223.75,-112.66,60.59,0,0,0,20,0.973,0.973,1.027,7,200,94.79,2
137,-223.57,-88.69,59.84,0,0,0,20,0.972,0.972,1.028,7,200,94.72,3
138,-223.29,-108.34,57.44,0,0,0,20,0.971,0.971,1.029,8,200,94.81,4
139,-224.27,-84.46,62.01,0,0,0,20,0.975,0.975,1.025,8,200,94.72,5
140,-223.14,-109.38,60.38,0,0,0,20,0.970,0.971,1.030,7,200,94.74,6
141,-223.00,-110.38,60.40,0,0,0,20,0.969,0.970,1.031,7,200,94.78,7
142,-223.11,-101.85,64.63,0,0,0,20,0.970,0.971,1.030,7,200,95.02,8
143,-223.08,-105.84,62.08,0,0,0,20,0.970,0.970,1.030,8,200,94.66,9
144,-223.01,-107.25,70.41,0,0,0,20,0.969,0.970,1.031,7,200,95.03,10
145,-223.56,-52.96,83.62,0,0,0,20,0.972,0.973,1.028,7,200,94.82,1
146,-223.97,-83.62,68.66,0,0,0,20,0.973,0.975,1.027,8,200,94.62,2
147,-223.24,-98.26,61.97,0,0,0,20,0.970,0.971,1.030,7,200,94.71,3
148,-223.39,-113.59,54.12,0,0,0,20,0.971,0.971,1.029,7,200,94.79,4
149,-224.58,-100.64,55.44,0,0,0,20,0.976,0.976,1.024,6,200,94.79,5
150,-223.76,-99.32,65.03,0,0,0,20,0.972,0.974,1.028,6,200,94.81,6
151,-223.88,-126.38,48.83,0,0,0,20,0.973,0.973,1.027,4,200,94.72,7
152,-224.20,-120.77,54.81,0,0,0,20,0.975,0.975,1.025,6,200,94.95,8
153,-223.85,-113.39,60.17,0,0,0,20,0.973,0.973,1.027,8,200,94.85,9
154,-223.53,-114.32,61.09,0,0,0,20,0.971,0.973,1.029,7,200,95.00,10
155,-223.28,-106.58,64.79,0,0,0,20,0.971,0.971,1.029,7,200,94.80,1
156,-223.25,-79.38,69.79,0,0,0,20,0.970,0.971,1.030,7,200,95.04,2
157,-222.60,-94.18,65.28,0,0,0,20,0.967,0.969,1.033,8,200,94.85,3
158,-223.22,-101.32,63.56,0,0,0,20,0.970,0.971,1.030,7,200,94.64,4
159,-223.03,-111.08,55.94,0,0,0,20,0.969,0.970,1.031,7,200,94.43,5
160,-226.06,-97.28,62.16,0,0,0,20,0.983,0.983,1.017,5,200,94.98,6
161,-223.81,-91.66,70.18,0,0,0,20,0.973,0.974,1.027,7,200,95.04,7
162,-223.33,-114.03,56.04,0,0,0,20,0.971,0.972,1.029,7,200,94.69,8
163,-223.35,-124.23,51.01,0,0,0,20,0.971,0.972,1.029,8,200,94.75,9
164,-223.39,-126.49,53.72,0,0,0,20,0.971,0.971,1.029,8,200,94.81,10
165,-223.93,-90.31,69.69,0,0,0,20,0.974,0.972,1.026,7,200,94.78,1
166,-221.62,-108.85,56.61,0,0,0,20,0.964,0.964,1.036,4,200,94.91,2
167,-227.73,-125.08,61.68,0,0,0,20,0.990,0.990,1.010,5,200,94.80,3
168,-226.10,-109.81,67.29,0,0,0,20,0.983,0.983,1.017,5,200,94.79,4
169,-225.78,-101.97,63.28,0,0,0,20,0.982,0.982,1.018,7,200,94.80,5
170,-226.67,-121.08,52.50,0,0,0,20,0.986,0.986,1.014,6,200,94.70,6
171,-228.06,-134.45,40.64,0,0,0,20,0.992,0.992,1.008,6,200,94.79,7
172,-225.07,-119.13,49.52,0,0,0,20,0.979,0.979,1.021,5,200,94.20,8
173,-226.63,-130.69,44.59,0,0,0,20,0.985,0.985,1.015,6,200,94.71,9
174,-224.91,-120.94,52.19,0,0,0,20,0.978,0.978,1.022,5,200,94.71,10
175,-225.55,-81.86,67.48,0,0,0,20,0.981,0.981,1.019,5,200,94.71,1
176,-226.06,-95.31,62.70,0,0,0,20,0.983,0.983,1.017,5,200,94.72,2
177,-227.05,-127.32,54.63,0,0,0,20,0.987,0.987,1.013,5,200,94.82,3
178,-224.77,-137.83,49.32,0,0,0,20,0.977,0.977,1.023,5,200,94.58,4
179,-226.56,-122.01,57.70,0,0,0,20,0.985,0.985,1.015,6,200,94.72,5
180,-225.77,-124.21,56.02,0,0,0,20,0.982,0.982,1.018,5,200,94.87,6
181,-228.26,-107.28,67.66,0,0,0,20,0.992,0.992,1.008,6,200,94.91,7
182,-227.66,-133.89,46.21,0,0,0,20,0.990,0.990,1.010,6,200,94.89,8
183,-225.63,-129.83,45.01,0,0,0,20,0.981,0.981,1.019,7,200,94.99,9
184,-233.49,-130.28,55.59,0,0,0,20,1.015,1.015,0.985,7,200,94.62,10
185,-230.04,-117.26,69.88,0,0,0,20,1.000,1.000,1.000,7,200,94.75,1
186,-230.24,-127.18,59.29,0,0,0,20,1.001,1.001,0.999,6,200,94.91,2
187,-232.13,-131.74,39.83,0,0,0,20,1.009,1.009,0.991,7,200,94.70,3
188,-230.45,-121.94,42.98,0,0,0,20,1.002,1.002,0.998,5,200,94.92,4
189,-227.62,-134.28,36.46,0,0,0,20,0.990,0.989,1.010,5,200,95.01,5
190,-231.77,-127.59,46.83,0,0,0,20,1.008,1.008,0.992,5,200,94.84,6
191,-227.62,-118.16,49.99,0,0,0,20,0.990,0.990,1.010,7,200,94.76,7
192,-229.44,-136.64,49.15,0,0,0,20,0.998,0.998,1.002,5,200,94.87,8
193,-228.68,-130.38,52.62,0,0,0,20,0.994,0.994,1.006,6,200,94.97,9
194,-228.43,-120.74,56.30,0,0,0,20,0.993,0.993,1.007,6,200,94.76,10
195,-229.71,-95.88,79.78,0,1,0,19,0.999,0.999,1.001,6,200,94.82,1
196,-229.24,-116.59,51.58,0,0,0,20,0.997,0.997,1.003,6,200,95.01,2
197,-228.07,-128.12,42.09,0,0,0,20,0.992,0.991,1.008,6,200,94.69,3
198,-230.32,-126.68,53.31,0,0,0,20,1.001,1.001,0.999,6,200,94.89,4
199,-230.72,-123.99,51.63,0,0,0,20,1.003,1.003,0.997,5,200,94.93,5
200,-230.09,-127.51,47.27,0,0,0,20,1.000,1.000,1.000,4,200,94.97,6
201,-231.48,-128.28,45.84,0,0,0,20,1.006,1.006,0.994,5,200,94.79,7
202,-232.37,-122.99,52.46,0,0,0,20,1.010,1.010,0.990,7,200,94.95,8
203,-227.97,-109.65,58.55,0,0,0,20,0.991,0.991,1.009,4,200,95.27,9
204,-228.85,-110.15,56.21,0,0,0,20,0.995,0.995,1.005,6,200,95.16,10
205,-228.53,-84.33,72.50,0,0,0,20,0.994,0.993,1.006,6,200,94.90,1
206,-231.43,-122.55,63.61,0,0,0,20,1.006,1.006,0.994,5,200,94.84,2
207,-232.66,-128.91,46.11,0,0,0,20,1.012,1.012,0.988,5,200,94.67,3
208,-228.93,-110.38,70.61,0,0,0,20,0.995,0.995,1.005,6,200,94.91,4
209,-230.58,-139.49,49.25,0,0,0,20,1.003,1.002,0.997,6,200,95.23,5
210,-231.64,-105.74,67.63,0,0,0,20,1.007,1.007,0.993,6,200,94.71,6
211,-229.84,-116.57,61.45,0,0,0,20,0.999,0.999,1.001,6,200,94.66,7
212,-231.27,-122.57,48.57,0,0,0,20,1.006,1.006,0.994,5,200,94.75,8
213,-225.94,-131.11,42.70,0,0,0,20,0.982,0.982,1.018,6,200,95.02,9
214,-228.79,-119.54,63.41,0,0,0,20,0.995,0.995,1.005,4,200,94.76,10
215,-231.76,-103.24,69.88,0,0,0,20,1.008,1.008,0.992,5,200,94.80,1
216,-229.84,-109.16,66.59,0,0,0,20,0.999,0.999,1.001,4,200,94.71,2
217,-228.96,-115.73,53.06,0,0,0,20,0.996,0.995,1.004,6,200,94.74,3
218,-233.70,-121.63,69.04,0,0,0,20,1.016,1.016,0.984,6,200,94.79,4
219,-227.35,-125.15,67.31,0,0,0,20,0.988,0.988,1.012,5,200,95.07,5
220,-230.51,-107.56,58.52,0,0,0,20,1.002,1.002,0.998,6,200,94.66,6
221,-231.49,-90.47,62.74,0,0,0,20,1.006,1.006,0.994,7,200,94.85,7
222,-228.83,-102.71,70.76,0,0,0,20,0.995,0.995,1.005,7,200,94.72,8
223,-235.38,-118.47,58.70,0,0,0,20,1.023,1.023,0.977,5,200,94.99,0
224,-233.01,-126.89,54.05,0,0,0,20,1.013,1.013,0.987,7,200,94.41,1
225,-233.01,-110.18,60.71,0,1,0,19,1.013,1.013,0.987,6,200,94.66,2
226,-235.22,-130.32,50.64,0,0,0,20,1.023,1.023,0.977,7,200,94.75,3
227,-232.41,-114.49,66.00,0,0,0,20,1.010,1.010,0.990,7,200,95.14,4
228,-234.07,-94.18,65.67,0,0,0,20,1.018,1.018,0.982,6,200,94.77,5
229,-233.91,-100.01,67.36,0,0,0,20,1.017,1.017,0.983,7,200,95.20,6
230,-232.58,-115.79,60.90,0,0,0,20,1.011,1.011,0.989,6,200,94.84,7
231,-230.91,-124.24,61.42,0,0,0,20,1.004,1.004,0.996,7,200,94.74,8
232,-234.60,-104.08,54.04,0,0,0,20,1.020,1.020,0.980,5,200,94.66,9
233,-231.90,-115.98,49.01,0,0,0,20,1.008,1.008,0.992,7,200,94.94,10
234,-225.92,-97.01,60.12,0,0,0,20,0.982,0.982,1.018,7,200,94.99,1
235,-229.66,-117.66,58.67,0,0,0,20,0.999,0.999,1.001,6,200,94.98,2
236,-228.71,-124.16,48.89,0,0,0,20,0.994,0.994,1.006,7,200,94.83,3
237,-226.46,-125.03,59.12,0,0,0,20,0.985,0.985,1.015,7,200,95.02,4
238,-227.51,-118.53,50.06,0,0,0,20,0.989,0.989,1.011,7,200,95.11,5
239,-227.54,-100.84,59.27,0,0,0,20,0.989,0.989,1.011,5,200,95.10,6
240,-228.52,-120.26,54.73,0,0,0,20,0.994,0.994,1.006,6,200,94.80,7
241,-232.37,-103.79,66.51,0,0,0,20,1.010,1.010,0.990,6,200,94.90,8
242,-229.50,-102.94,58.67,0,0,0,20,0.998,0.998,1.002,7,200,94.73,9
243,-229.73,-121.49,61.48,0,0,0,20,0.999,0.999,1.001,7,200,94.79,10
244,-229.82,-114.86,53.28,0,0,0,20,0.999,0.999,1.001,7,200,95.16,1
245,-233.76,-120.84,55.39,0,0,0,20,1.016,1.016,0.984,7,200,94.94,2
246,-236.60,-117.71,50.62,0,0,0,20,1.029,1.029,0.971,7,200,95.04,0
247,-234.95,-114.78,50.55,0,0,0,20,1.022,1.022,0.978,7,200,94.92,1
248,-230.79,-117.26,52.23,0,0,0,20,1.003,1.003,0.997,7,200,94.93,2
249,-235.04,-109.15,55.34,0,0,0,20,1.022,1.022,0.978,7,200,94.72,3
250,-208.66,-104.30,35.54,0,0,0,20,0.907,0.907,1.093,5,200,94.79,4
251,-205.83,-106.03,38.67,0,0,0,20,0.895,0.895,1.105,7,200,94.71,5
252,-208.33,-113.85,44.73,0,0,0,20,0.906,0.906,1.094,7,200,94.79,6
253,-219.53,-116.87,43.86,0,0,0,20,0.954,0.954,1.046,5,200,94.99,7
254,-221.16,-110.45,50.70,0,0,0,20,0.962,0.962,1.038,6,200,94.92,8
255,-221.63,-118.22,51.44,0,0,0,20,0.964,0.964,1.036,7,200,95.18,9
256,-229.97,-127.56,50.33,0,0,0,20,1.000,1.000,1.000,4,200,94.90,10
257,-230.00,-124.58,45.71,0,0,0,20,1.000,1.000,1.000,6,200,95.05,1
258,-233.01,-130.89,39.02,0,0,0,20,1.013,1.013,0.987,6,200,95.23,2
259,-232.07,-120.64,48.35,0,0,0,20,1.009,1.009,0.991,6,200,95.13,3
260,-233.20,-136.82,52.93,0,0,0,20,1.014,1.014,0.986,6,200,95.01,4
261,-234.22,-125.12,51.04,0,0,0,20,1.018,1.018,0.982,6,200,94.95,5
262,-231.74,-116.40,60.95,0,0,0,20,1.008,1.008,0.992,7,200,94.95,6
263,-231.08,-112.18,53.32,0,0,0,20,1.005,1.005,0.995,6,200,94.73,7
264,-232.92,-138.02,52.46,0,0,0,20,1.013,1.013,0.987,6,200,94.72,8
265,-232.21,-132.63,50.88,0,0,0,20,1.010,1.010,0.990,6,200,94.60,9
266,-230.96,-112.68,50.34,0,0,0,20,1.004,1.004,0.996,4,200,94.98,10
267,-232.65,-134.08,39.75,0,0,0,20,1.012,1.011,0.988,6,200,94.49,1
268,-233.27,-125.46,59.34,0,0,0,20,1.014,1.014,0.986,5,200,95.06,2
269,-233.33,-109.32,71.83,0,0,0,20,1.014,1.014,0.986,6,200,94.83,3
270,-232.33,-121.38,60.83,0,0,0,20,1.010,1.010,0.990,4,200,94.55,4
271,-235.22,-131.20,51.26,0,0,0,20,1.023,1.023,0.977,5,200,94.82,5
272,-232.45,-126.40,57.38,0,0,0,20,1.011,1.011,0.989,5,200,95.16,6
273,-231.61,-129.81,47.04,0,0,0,20,1.007,1.007,0.993,6,200,94.72,7
274,-232.89,-140.14,47.35,0,0,0,20,1.013,1.013,0.987,4,200,94.87,8
275,-233.78,-121.62,60.59,0,0,0,20,1.016,1.016,0.984,5,200,95.10,9
276,-231.96,-120.70,64.22,0,0,0,20,1.009,1.009,0.991,6,200,94.69,10
277,-232.19,-126.05,44.78,0,0,0,20,1.010,1.010,0.990,5,200,94.83,1
278,-231.12,-141.24,34.46,0,0,0,20,1.005,1.005,0.995,6,200,94.92,2
279,-231.06,-121.53,63.31,0,0,0,20,1.005,1.005,0.995,6,200,94.99,3
280,-230.56,-118.63,49.12,0,0,0,20,1.002,1.002,0.998,4,200,95.22,4
281,-232.31,-113.06,62.37,0,0,0,20,1.010,1.010,0.990,6,200,94.82,5
282,-232.12,-138.49,55.02,0,0,0,20,1.009,1.009,0.991,5,200,95.17,6
283,-230.37,-124.02,44.30,0,0,0,20,1.002,1.002,0.998,6,200,94.64,7
284,-229.16,-128.07,29.36,0,0,0,20,0.996,0.996,1.004,5,200,94.89,8
285,-232.10,-104.39,57.85,0,0,0,20,1.009,1.009,0.991,5,200,94.77,9
286,-231.64,-110.78,46.37,0,0,0,20,1.007,1.007,0.993,6,200,94.79,10
287,-232.51,-95.03,62.79,0,0,0,20,1.011,1.011,0.989,7,200,94.63,1
288,-230.51,-109.51,50.82,0,0,0,20,1.002,1.002,0.998,6,200,95.04,2
289,-229.33,-113.24,59.33,0,0,0,20,0.997,0.997,1.003,5,200,94.90,3
290,-231.20,-118.56,59.23,0,0,0,20,1.005,1.005,0.995,6,200,94.92,4
291,-228.75,-111.13,57.65,0,0,0,20,0.995,0.995,1.005,5,200,94.91,5
292,-230.28,-126.53,53.30,0,0,0,20,1.001,1.001,0.999,6,200,94.71,6
293,-232.69,-116.42,55.71,0,0,0,20,1.012,1.012,0.988,6,200,95.18,7
294,-229.14,-98.99,66.35,0,0,0,20,0.996,0.996,1.004,5,200,94.92,8
295,-230.85,-99.82,73.70,0,1,0,19,1.004,1.004,0.996,6,200,95.15,9
296,-230.81,-113.55,63.77,0,0,0,20,1.004,1.004,0.996,6,200,95.01,10
297,-231.33,-134.66,55.63,0,0,0,20,1.006,1.006,0.994,5,200,94.76,1
298,-231.46,-127.69,59.54,0,0,0,20,1.006,1.006,0.994,7,200,94.95,2
299,-230.76,-117.17,53.44,0,0,0,20,1.003,1.003,0.997,6,200,95.02,3
300,-232.31,-123.14,49.95,0,0,0,20,1.010,1.010,0.990,5,200,94.85,4
301,-232.90,-111.79,58.35,0,0,0,20,1.013,1.013,0.987,6,200,94.86,5
302,-233.85,-126.04,70.97,0,0,0,20,1.017,1.017,0.983,5,200,94.92,6
303,-235.01,-129.11,46.38,0,0,0,20,1.022,1.022,0.978,5,200,94.71,7
304,-232.78,-121.97,53.58,0,0,0,20,1.012,1.012,0.988,5,200,94.86,8
305,-232.48,-124.34,44.64,0,0,0,20,1.011,1.011,0.989,7,200,94.80,9
306,-234.18,-133.72,53.58,0,0,0,20,1.018,1.018,0.982,5,200,95.04,10
307,-234.52,-95.10,68.69,0,0,0,20,1.020,1.020,0.980,6,200,94.79,1
308,-234.48,-127.11,54.58,0,0,0,20,1.020,1.019,0.980,5,200,95.05,2
309,-233.16,-113.08,58.79,0,0,0,20,1.014,1.014,0.986,7,200,95.02,3
310,-231.74,-120.30,52.86,0,0,0,20,1.008,1.008,0.992,7,200,95.07,4
311,-228.51,-126.44,35.51,0,0,0,20,0.988,1.004,1.012,4,200,95.01,5
312,-223.48,-121.33,46.76,0,0,0,20,0.966,0.982,1.034,5,200,94.98,6
313,-228.44,-118.50,43.57,0,0,0,20,0.992,0.995,1.008,5,200,95.05,7
314,-233.70,-96.66,53.93,0,1,0,19,1.016,1.016,0.984,6,200,95.15,8
315,-195.04,-124.88,32.44,0,0,0,20,0.848,0.848,1.152,5,200,95.39,9
316,-207.48,-126.90,31.50,0,0,0,20,0.902,0.902,1.098,5,200,94.98,10
317,-226.59,-117.96,68.38,0,0,0,20,0.985,0.985,1.015,5,200,94.79,1
318,-231.16,-119.02,60.44,0,0,0,20,1.005,1.005,0.995,6,200,95.11,2
319,-230.61,-130.42,44.40,0,0,0,20,1.003,1.003,0.997,5,200,95.02,3
320,-229.73,-114.44,48.96,0,0,0,20,0.999,0.999,1.001,5,200,95.02,4
321,-233.82,-142.67,47.34,0,0,0,20,1.017,1.017,0.983,5,200,95.15,5
322,-232.12,-119.36,51.71,0,0,0,20,1.009,1.009,0.991,7,200,95.26,6
323,-232.80,-125.49,56.32,0,0,0,20,1.012,1.012,0.988,7,200,95.06,7
324,-232.33,-129.82,41.80,0,0,0,20,1.010,1.010,0.990,4,200,94.85,8
325,-229.20,-120.23,46.25,0,0,0,20,0.997,0.997,1.003,6,200,95.13,9
326,-213.57,-129.67,44.35,0,0,0,20,0.929,0.929,1.071,5,200,95.38,10
327,-215.39,-108.55,57.70,0,0,0,20,0.936,0.936,1.064,5,200,95.11,1
328,-231.12,-116.04,58.69,0,0,0,20,1.005,1.005,0.995,5,200,94.87,2
329,-233.14,-127.65,44.38,0,0,0,20,1.014,1.014,0.986,5,200,95.02,3
330,-231.46,-131.02,51.50,0,0,0,20,1.006,1.006,0.994,5,200,94.95,4
331,-232.83,-142.36,48.51,0,0,0,20,1.012,1.012,0.988,5,200,95.12,5
332,-233.78,-143.89,50.50,0,0,0,20,1.016,1.016,0.984,4,200,95.18,6
333,-232.85,-115.28,55.12,0,0,0,20,1.012,1.012,0.988,6,200,95.01,7
334,-230.94,-110.97,55.92,0,0,0,20,1.004,1.004,0.996,6,200,94.93,8
335,-231.46,-114.49,52.70,0,0,0,20,1.006,1.006,0.994,5,200,95.01,9
336,-229.73,-141.86,44.45,0,0,0,20,0.999,0.999,1.001,5,200,94.99,10
337,-232.37,-107.83,66.91,0,0,0,20,1.010,1.010,0.990,4,200,95.00,1
338,-231.04,-122.83,44.49,0,0,0,20,1.005,1.005,0.995,5,200,95.11,2
339,-231.23,-117.98,62.34,0,0,0,20,1.005,1.005,0.995,5,200,95.12,3
340,-231.30,-137.24,45.73,0,0,0,20,1.006,1.006,0.994,4,200,94.98,4
341,-232.07,-128.62,49.60,0,0,0,20,1.009,1.009,0.991,5,200,95.07,5
342,-230.79,-139.19,49.57,0,0,0,20,1.003,1.003,0.997,6,200,95.00,6
343,-232.43,-135.29,44.01,0,0,0,20,1.011,1.011,0.989,6,200,95.02,7
344,-231.68,-118.13,52.18,0,0,0,20,1.007,1.007,0.993,5,200,94.69,8
345,-232.10,-130.90,62.55,0,0,0,20,1.009,1.009,0.991,6,200,95.24,9
346,-229.87,-121.56,58.65,0,0,0,20,0.999,0.999,1.001,5,200,95.19,10
347,-230.67,-99.42,61.47,0,0,0,20,1.003,1.003,0.997,5,200,94.99,1
348,-231.57,-110.29,57.97,0,0,0,20,1.007,1.007,0.993,5,200,95.09,2
349,-230.38,-128.41,48.96,0,0,0,20,1.002,1.002,0.998,5,200,95.19,3
350,-230.91,-118.48,52.40,0,0,0,20,1.004,1.004,0.996,6,200,94.69,4
351,-232.09,-121.05,53.67,0,0,0,20,1.009,1.009,0.991,6,200,95.22,5
352,-230.73,-128.51,42.23,0,0,0,20,1.003,1.003,0.997,5,200,94.99,6
353,-199.09,-105.28,50.90,0,0,0,20,0.866,0.866,1.134,4,200,95.05,7
354,-199.66,-120.06,46.64,0,0,0,20,0.868,0.868,1.132,4,200,95.26,8
355,-206.39,-114.78,53.84,0,0,0,20,0.897,0.897,1.103,4,200,95.19,9
356,-204.89,-121.87,45.12,0,0,0,20,0.891,0.891,1.109,4,200,95.19,10
357,-202.93,-102.36,55.37,0,0,0,20,0.882,0.882,1.118,4,200,95.12,1
358,-207.37,-115.25,48.39,0,0,0,20,0.896,0.913,1.104,4,200,95.01,2
359,-191.25,-125.83,33.60,0,0,0,20,0.826,0.842,1.174,4,200,94.96,3
360,-201.56,-129.79,38.44,0,0,0,20,0.871,0.887,1.129,5,200,95.03,4
361,-196.63,-129.36,30.38,0,0,0,20,0.855,0.855,1.145,5,200,95.07,5
362,-209.79,-116.98,51.92,0,0,0,20,0.906,0.924,1.094,5,200,95.16,6
363,-190.47,-131.54,28.42,0,0,0,20,0.828,0.828,1.172,4,200,94.96,7
364,-214.63,-122.48,45.34,0,0,0,20,0.933,0.933,1.067,4,200,95.18,8
365,-214.67,-122.92,39.62,0,0,0,20,0.933,0.933,1.067,5,200,95.15,9
366,-216.07,-129.76,40.15,0,0,0,20,0.934,0.950,1.066,5,200,95.19,10
367,-210.16,-107.34,59.82,0,0,0,20,0.908,0.925,1.092,5,200,95.32,1
368,-200.19,-132.44,37.75,0,0,0,20,0.870,0.870,1.130,5,200,95.27,2
